Ticker,Name,Inception_Date,Index_Fund,Global_Category,#_of_Stock_Holdings,Total_Market_Value,Average_Market Cap_(mil),P_B_Ratio_(TTM),P_C_Ratio_(TTM),P_E_Ratio_(TTM),P_S_Ratio_(TTM),Debt_to_Capital_%_(trailing),Net_Margin_%_(trailing),ROA_%_(TTM),ROE_%_(TTM),P_FCF_Ratio_(TTM),ROIC_(TTM),Equity_Style_Factor_P_E,Equity_Style_Factor_P_B,Equity_Style_Factor_P_S,Equity_Style_Factor_P_C,Equity_Style_Factor_Div_Yld,Equity_Style_Factor_LT_Earn_Growth,Equity_Style_Factor_Hist_Earn_Growth,Equity_Style_Factor_BV_Growth,Equity_Style_Factor_Sales_Growth,Equity_Style_Factor_CF_Growth
TWEGX,American Century Intl Discovery Inv,4/4/1994,No,Global Equity Mid/Small Cap,133.00,984526887.00,5073.77,2.39,9.27,17.19,0.92,31.48,9.45,5.98,16.09,16.76,10.51,17.82,1.98,0.83,7.36,3.01,11.25,-6.24,1.12,-9.88,-1.42
TWEIX,American Century Equity Income Inv,8/1/1994,No,US Equity Large Cap Value,67.00,5923234019.00,34148.87,2.16,7.57,16.06,1.19,33.11,10.22,5.67,16.64,16.34,12.33,12.96,2.11,0.92,6.15,4.13,7.25,6.88,3.20,10.17,9.65
TWGGX,American Century Global Growth Inv,12/1/1998,No,Global Equity,92.00,438467444.00,35116.76,2.80,10.09,20.82,1.58,31.23,11.14,7.65,18.56,18.46,15.88,17.26,2.65,1.27,6.36,1.75,11.63,3.31,8.66,6.57,14.41
TWGTX,American Century All Cap Growth Inv,11/25/1983,No,US Equity Large Cap Growth,100.00,910513011.00,23517.54,3.19,12.89,24.77,1.62,31.09,9.22,6.87,15.73,18.83,15.07,19.00,2.87,1.28,7.93,1.20,13.54,2.10,6.74,11.95,11.17
TWHIX,American Century Heritage Inv,11/10/1987,No,US Equity Mid Cap,101.00,2255592913.00,6494.11,3.01,12.25,25.32,1.46,34.31,3.54,3.54,10.24,23.05,10.90,20.94,2.59,1.05,6.68,1.06,13.70,4.02,4.50,12.32,8.30
TWIEX,American Century International Gr Inv,5/9/1991,No,Global Equity Large Cap,138.00,1549559456.00,31308.90,1.70,7.90,16.56,1.12,34.29,9.48,5.64,15.18,,,15.46,1.65,0.77,4.82,2.65,13.00,649.15,-10.95,-17.97,-24.82
TWMIX,American Century Emerging Markets Inv,9/30/1997,No,Emerging Markets Equity,96.00,652730913.00,24823.00,2.64,7.99,7.80,1.51,25.29,15.29,8.57,17.72,,,14.04,2.17,1.37,5.09,1.49,13.00,207.68,-71.22,-71.30,-33.94
TWNOX,American Century New Opps Investor,12/26/1996,No,US Equity Mid Cap,190.00,136420276.00,1322.44,2.39,6.85,21.24,0.87,39.42,-1.46,0.12,0.59,64.06,11.24,18.50,2.11,0.69,5.02,1.45,15.79,-4.03,-7.55,-0.46,5.17
TWVLX,American Century Value Inv,9/1/1993,No,US Equity Large Cap Value,118.00,1494783798.00,31853.52,1.80,7.50,17.10,1.17,36.03,6.44,3.46,10.01,15.64,8.54,13.05,1.71,0.92,6.23,3.16,7.71,1.30,3.42,9.03,8.48
TWWDX,Thomas White International Investor,6/28/1994,No,Global Equity Large Cap,140.00,390903764.00,23531.87,1.87,4.38,12.65,0.92,34.23,12.44,6.52,16.72,,23.23,12.68,1.58,0.75,3.49,3.38,9.75,-20.77,-3.44,-5.02,11.49
UBVLX,Undiscovered Managers Behavioral Val L,12/28/1998,No,US Equity Small Cap,71.00,35403901.00,1118.07,1.25,5.72,16.32,0.65,38.73,-1.98,-1.00,0.25,9.26,2.38,14.70,1.30,0.50,3.61,3.24,10.12,-9.75,-3.35,6.00,-6.65
UEPIX,ProFunds Europe 30 Inv,3/15/1999,Yes,Europe Equity Large Cap,,,,,,,,,,,,,,,,,,,,,,,
UGOFX,USAA Global Managed Volatility Instl,7/31/2008,No,Global Equity,,,,,,,,,,,,,,,,,,,,,,,
UMBHX,Scout Small Cap,11/17/1986,No,US Equity Small Cap,117.00,504091963.00,1383.96,2.16,10.06,22.37,1.24,22.15,4.12,2.80,6.79,16.07,6.82,19.44,2.07,0.96,7.78,0.93,13.62,1.88,7.22,11.71,10.36
UMBMX,Scout Mid Cap,10/31/2006,No,US Equity Mid Cap,74.00,97237325.00,5797.69,1.89,7.37,16.65,0.92,28.73,6.17,2.07,6.74,18.68,7.03,15.00,1.80,0.68,5.65,2.11,10.67,2.03,3.16,9.82,10.28
UMBWX,Scout International,9/14/1993,No,Global Equity Large Cap,92.00,4951605109.00,28884.09,2.34,10.56,18.55,1.41,29.66,11.12,7.14,15.93,,12.92,14.93,2.01,1.08,4.93,2.60,8.99,97.75,-2.42,32.48,254.42
UMEMX,Columbia Emerging Markets Z,1/2/1998,No,Emerging Markets Equity,144.00,399779036.00,16975.38,2.67,7.83,17.37,1.49,24.75,16.50,8.13,19.43,,18.24,13.56,2.09,1.25,3.20,3.51,13.75,-21.22,-13.88,4.01,29.78
UMESX,Columbia Global Energy & Natural Res Z,12/31/1992,No,Natural Resources Sector Equity,57.00,635858385.00,14659.61,2.15,7.49,18.25,1.35,33.90,3.58,-1.17,0.92,6250.00,2.75,15.86,1.70,0.77,4.50,1.79,11.56,16.89,11.53,23.23,18.13
UMLGX,Columbia Select Large Cap Growth Z,10/1/1997,No,US Equity Large Cap Growth,30.00,1885145148.00,24143.87,3.89,15.11,26.70,2.13,15.28,14.66,11.99,23.00,18.01,19.47,21.38,3.43,1.73,13.34,1.10,15.28,27.35,18.42,18.42,20.83
UNACX,Waddell & Reed Accumulative A,10/9/1940,No,US Equity Large Cap Growth,71.00,1350806740.00,31000.19,2.48,9.92,18.37,1.43,31.71,11.47,6.47,14.58,16.44,14.44,15.86,2.16,1.08,7.73,1.77,10.91,4.69,5.85,10.60,11.50
UNCGX,Waddell & Reed Global Growth A,6/3/1970,No,Global Equity,60.00,638705951.00,29074.84,2.16,6.64,14.67,1.19,,13.71,6.86,19.66,13.42,14.39,14.08,1.58,0.84,4.73,3.44,9.17,-7.74,3.20,-0.90,0.43
UNCMX,Waddell & Reed Core Investment A,10/9/1940,No,US Equity Large Cap Growth,49.00,2658785700.00,27240.29,2.01,10.61,23.00,1.35,38.33,8.53,4.08,9.91,13.53,8.96,18.59,1.66,0.96,6.95,4.12,11.68,-18.22,2.94,9.21,8.88
UNECX,Waddell & Reed New Concepts A,6/9/1983,No,US Equity Mid Cap,65.00,1106049022.00,4755.16,2.65,11.19,23.23,1.54,30.38,8.29,5.08,10.81,17.09,7.92,21.57,2.25,1.26,6.98,2.03,12.41,6.02,12.46,10.11,8.45
UNSCX,Waddell & Reed Science & Tech A,5/16/1950,No,Technology Sector Equity,54.00,2319603310.00,6250.31,2.50,9.95,21.50,1.09,32.65,4.91,2.63,11.17,23.19,5.09,17.29,2.34,0.80,5.91,1.38,13.13,8.24,-2.95,11.95,3.84
UNVGX,Waddell & Reed Vanguard A,10/21/1969,No,US Equity Large Cap Growth,47.00,1218001361.00,51211.01,3.24,13.94,24.62,2.55,28.26,15.04,9.36,19.75,17.18,17.11,19.50,3.20,1.98,10.80,2.27,13.32,16.09,8.41,12.67,15.75
UNWPX,US Global Investors World Prec Mnral,11/27/1985,No,Precious Metals Sector Equity,190.00,643789442.00,969.56,2.52,,,6.20,8.75,,-6.38,-6.92,-23.56,-7.49,23.78,1.80,4.19,3.82,0.73,9.93,35.56,-8.43,-7.45,-36.55
UPUPX,Upright Growth,1/21/1999,No,Technology Sector Equity,31.00,6156836.00,18274.27,1.83,7.18,18.49,1.00,24.49,2.29,3.31,3.70,12.45,12.32,15.87,1.88,0.78,6.19,1.33,12.59,30.80,2.10,14.42,13.32
URTLX,JPMorgan Realty Income L,12/31/1997,No,Real Estate Sector Equity,49.00,97679369.00,5119.77,1.78,,34.21,3.99,53.56,9.46,1.30,4.02,,,38.79,1.60,3.00,8.47,6.76,5.24,-0.45,1.74,4.44,13.40
USAAX,USAA Growth,4/5/1971,No,US Equity Large Cap Growth,,,,,,,,,,,,,,,,,,,,,,,
USAGX,USAA Precious Metals and Minerals,8/15/1984,No,Precious Metals Sector Equity,,,,,,,,,,,,,,,,,,,,,,,
USAUX,USAA Aggressive Growth,10/19/1981,No,US Equity Large Cap Growth,,,,,,,,,,,,,,,,,,,,,,,
USAWX,USAA World Growth,10/1/1992,No,Global Equity,,,,,,,,,,,,,,,,,,,,,,,
USBNX,Pear Tree Polaris Small Cap Ord,8/3/1992,No,US Equity Small Cap,78.00,94987229.00,1613.24,2.32,10.27,22.45,1.37,43.80,2.81,3.34,11.62,16.31,6.41,17.84,1.99,1.05,7.08,3.09,14.19,0.84,5.70,9.83,11.29
USBOX,Pear Tree Quality Ordinary,5/6/1985,No,US Equity Large Cap Blend,98.00,69843246.00,23523.02,2.12,6.84,15.37,0.59,35.49,10.63,6.44,17.01,11.11,12.82,14.61,2.06,0.45,5.41,2.16,9.60,14.44,0.61,8.41,8.41
USCAX,USAA Small Cap Stock,8/2/1999,No,US Equity Small Cap,,,,,,,,,,,,,,,,,,,,,,,
USCGX,USAA Capital Growth,10/27/2000,No,Global Equity,,,,,,,,,,,,,,,,,,,,,,,
USCOX,US Global Investors China Region Inv,2/10/1994,No,Greater China Equity,70.00,57243676.00,7375.05,3.88,16.42,25.71,2.12,,15.40,10.48,19.17,,1.68,17.09,3.08,1.25,3.59,1.51,19.97,5.74,-5.48,-12.96,-16.95
USEMX,USAA Emerging Markets,11/7/1994,No,Emerging Markets Equity,,,,,,,,,,,,,,,,,,,,,,,
USERX,US Global Investors Gld & Prec Mtls,7/1/1974,No,Precious Metals Sector Equity,71.00,236969066.00,2466.79,2.10,17.70,19.76,5.13,11.03,6.33,-0.47,-0.62,-64.98,3.74,21.47,1.72,3.49,2.45,0.79,9.71,43.87,-0.62,-5.41,-33.51
USGLX,JHancock US Global Leaders Growth A,9/29/1995,No,US Equity Large Cap Growth,29.00,672402469.00,41374.77,3.35,14.00,23.72,2.27,17.19,12.31,8.91,15.94,18.05,15.90,19.51,3.29,1.78,11.37,1.79,12.69,7.14,12.13,13.73,16.27
USGRX,USAA Growth & Income,6/1/1993,No,US Equity Large Cap Blend,,,,,,,,,,,,,,,,,,,,,,,
USIFX,USAA International,7/11/1988,No,Global Equity Large Cap,,,,,,,,,,,,,,,,,,,,,,,
USISX,USAA Income Stock,5/4/1987,No,US Equity Large Cap Value,,,,,,,,,,,,,,,,,,,,,,,
USMIX,USAA Extended Market Index,10/27/2000,Yes,US Equity Mid Cap,,,,,,,,,,,,,,,,,,,,,,,
USNQX,USAA NASDAQ-100 Index,10/27/2000,Yes,US Equity Large Cap Growth,100.00,162874414.00,40018.67,3.80,12.88,26.76,2.39,20.75,12.59,8.48,16.60,16.37,17.86,20.70,3.85,1.51,7.92,1.27,10.80,11.98,6.94,18.27,17.59
USPAX,Columbia Pacific/Asia Z,12/31/1992,No,Asia Equity,113.00,27848989.00,6624.02,1.20,5.68,13.56,0.75,23.79,11.18,4.66,12.61,,,12.87,1.31,0.65,4.22,4.09,12.96,20.85,-12.97,-27.13,-33.01
USSCX,USAA Science & Technology,8/1/1997,No,Technology Sector Equity,,,,,,,,,,,,,,,,,,,,,,,
USSPX,USAA S&P 500 Index Member,5/1/1996,Yes,US Equity Large Cap Blend,500.00,2735447892.00,43839.24,2.20,9.09,18.55,1.24,35.85,8.56,5.80,14.70,15.38,13.59,14.75,2.11,1.02,6.48,2.69,9.43,-4.96,-1.95,6.84,9.56
UVALX,USAA Value,8/3/2001,No,US Equity Large Cap Value,,,,,,,,,,,,,,,,,,,,,,,
VACVX,VALIC Company II Large Cap Value,9/1/1998,No,US Equity Large Cap Value,93.00,158399882.00,26283.85,1.59,5.76,15.77,0.77,39.71,6.36,2.97,6.64,9.74,9.50,12.60,1.53,0.60,4.77,3.18,9.06,-5.87,1.30,10.90,15.86
VADBX,Invesco Equally-Wtd S&P 500 B,12/1/1987,Yes,US Equity Large Cap Blend,500.00,989206031.00,10645.81,1.96,8.08,18.68,0.92,38.44,3.58,3.08,8.25,14.29,9.16,15.47,1.79,0.75,5.49,2.92,10.12,-6.70,-5.39,3.84,3.43
VAFIX,Invesco American Franchise Y,6/23/2005,No,US Equity Large Cap Growth,38.00,259789739.00,33589.10,3.33,13.51,23.04,2.11,32.53,10.36,8.56,19.07,17.31,17.18,18.37,2.28,1.41,9.37,2.64,11.99,4.61,2.94,2.72,7.26
VALLX,Value Line Larger Companies Focused Inv,3/20/1972,No,US Equity Large Cap Growth,100.00,199708949.00,20675.98,2.70,10.43,18.64,1.29,31.42,10.05,7.19,16.91,14.38,14.35,14.95,2.83,1.11,5.71,2.27,12.29,10.65,0.93,6.41,11.41
VALSX,Value Line Premier Growth,5/31/1956,No,US Equity Mid Cap,314.00,348010588.00,6795.93,2.78,10.63,20.73,1.56,30.33,10.40,7.54,16.99,15.92,12.64,17.72,2.55,1.20,7.84,1.26,13.04,14.85,11.26,14.35,13.83
VALUX,Al Frank Inv,1/2/1998,No,US Equity Large Cap Value,190.00,121770484.00,5655.97,1.58,7.47,15.95,0.78,32.24,4.18,1.79,5.89,15.48,7.96,13.53,1.51,0.61,4.38,3.17,10.49,0.06,2.09,8.63,3.17
VAMGX,VALIC Company II Mid Cap Growth,9/1/1998,No,US Equity Mid Cap,94.00,182601720.00,4750.03,2.65,9.28,19.89,1.26,38.47,5.17,3.35,10.95,16.55,7.64,17.84,2.00,0.97,4.93,1.38,12.98,-0.69,5.56,12.14,12.15
VASCX,Invesco Small Cap Discovery A,11/27/2000,No,US Equity Small Cap,134.00,1013057827.00,1546.91,2.42,9.25,19.29,1.16,29.81,4.71,2.71,6.80,17.67,4.95,19.29,2.06,0.88,6.14,0.48,15.72,10.12,-1.42,10.63,19.50
VASMX,VALIC Company II Small Cap Growth,9/1/1998,No,US Equity Small Cap,,,,,,,,,,,,,,,,,,,,,,,
VASVX,Vanguard Selected Value Inv,2/15/1996,No,US Equity Mid Cap,63.00,3153854189.00,6044.94,1.21,5.50,14.97,0.61,40.49,4.23,1.92,5.92,14.34,6.28,11.81,1.04,0.50,4.64,3.90,9.76,-11.41,-4.46,7.87,1.02
VAVAX,VALIC Company I Value,12/31/2001,No,US Equity Large Cap Value,53.00,173301857.00,27125.61,1.63,6.07,14.26,0.85,40.88,4.02,2.43,7.93,14.16,8.65,11.80,1.63,0.67,3.63,2.31,8.69,3.04,-1.53,7.83,10.42
VBCVX,VALIC Company I Broad Cap Value Income,12/5/2005,No,US Equity Large Cap Value,86.00,20641651.00,21452.17,1.69,7.27,17.11,0.97,42.17,6.64,4.34,12.71,12.85,11.74,12.49,1.59,0.78,5.48,4.16,9.33,-8.07,2.02,9.03,6.17
VCBCX,VALIC Company I Blue Chip Growth,11/1/2000,No,US Equity Large Cap Growth,132.00,457190598.00,37703.29,3.21,14.18,26.25,1.97,27.15,11.70,8.02,17.54,17.82,16.61,18.97,3.07,1.59,5.35,1.33,13.71,8.85,8.59,13.34,18.11
VCCAX,VALIC Company II Capital Appreciation,9/1/1998,No,US Equity Large Cap Growth,60.00,44068123.00,23259.36,3.54,11.45,18.61,1.68,28.35,12.90,10.79,21.94,15.00,21.42,15.58,3.78,1.37,9.97,1.64,12.81,14.80,3.43,13.25,17.86
VCCEX,VALIC Company I Core Equity,4/29/1994,No,US Equity Large Cap Blend,147.00,232499340.00,24604.82,2.03,7.13,14.96,0.90,37.90,7.40,5.50,16.23,11.81,12.41,13.28,2.01,0.70,5.31,1.98,9.29,3.86,-0.52,12.02,10.93
VCFVX,VALIC Company I Foreign Value,12/5/2005,No,Global Equity Large Cap,94.00,834703992.00,26456.76,1.27,4.93,14.46,0.59,33.56,8.31,4.10,10.42,,10.18,11.99,1.19,0.51,3.99,5.37,6.85,-15.83,-30.54,-31.78,-62.81
VCGAX,VALIC Company I Growth & Income,4/29/1994,No,US Equity Large Cap Blend,62.00,86001082.00,66324.23,2.07,8.53,16.52,1.35,36.24,9.63,6.35,15.61,15.27,12.71,13.30,2.06,1.10,5.89,2.57,9.50,-2.26,0.49,8.66,11.29
VCGEX,VALIC Company I Emerg Economies,12/5/2005,No,Emerging Markets Equity,198.00,251326757.00,26684.34,1.75,6.80,16.99,0.93,35.10,7.74,3.79,9.69,2.24,8.75,14.52,1.49,0.76,4.38,2.58,9.47,4.91,0.13,-5.00,7.18
VCHSX,VALIC Company I Health Sciences,11/1/2000,No,Healthcare Sector Equity,159.00,176492461.00,7611.75,3.10,12.58,19.26,1.24,30.08,11.82,3.58,14.44,24.61,6.92,16.33,2.95,1.03,11.29,0.38,14.10,13.03,6.00,12.93,1.80
VCIEX,VALIC Company I International Eqs Idx,10/2/1989,Yes,Global Equity Large Cap,964.00,554177421.00,24750.68,1.64,5.11,12.43,0.91,35.32,11.21,4.60,11.79,,,14.94,1.35,0.67,3.89,4.84,8.83,-30.31,-51.67,-65.52,-56.66
VCIGX,VALIC Company I Dividend Value,12/8/2000,No,US Equity Large Cap Value,233.00,61615256.00,34817.03,1.94,6.99,16.41,0.95,32.49,6.73,4.18,11.15,11.27,13.79,12.90,1.99,0.74,5.06,2.63,8.90,-1.46,-2.90,9.49,13.92
VCINX,VALIC Company I International Growth,12/8/2000,No,Global Equity Large Cap,141.00,260012437.00,30980.91,2.09,7.99,16.38,1.14,34.01,10.03,6.02,15.97,,,15.46,1.68,0.78,4.44,2.89,8.50,-13.78,-12.98,-20.88,-28.83
VCNIX,VALIC Company I NASDAQ-100 Index,10/2/2000,Yes,US Equity Large Cap Growth,100.00,109016514.00,40058.60,3.80,12.89,26.77,2.39,20.75,12.59,8.50,16.60,16.35,17.90,20.71,3.84,1.51,7.92,1.28,10.81,11.98,6.95,18.28,17.61
VCSLX,VALIC Company I Small Cap Index,5/1/1992,Yes,US Equity Small Cap,2008.00,803580466.00,804.90,1.60,7.13,17.06,0.85,33.32,1.89,-0.69,2.35,18.96,-0.34,16.79,1.46,0.67,4.24,2.62,12.81,-10.10,-5.10,-1.79,3.89
VCSMX,VALIC Company I Small Cap,12/8/2000,No,US Equity Small Cap,383.00,252170814.00,1206.50,1.83,7.14,18.74,0.88,31.30,3.17,1.06,5.24,13.22,4.02,17.87,1.58,0.66,5.11,1.92,12.81,12.78,2.59,9.22,10.44
VCSOX,VALIC Company I Global Social Awareness,10/2/1989,No,Global Equity,621.00,295775063.00,29946.97,1.83,6.25,16.54,1.01,35.02,9.20,5.22,12.65,5.57,11.59,14.54,1.72,0.87,4.52,3.34,8.60,-10.60,-2.61,3.53,-2.29
VCSRX,VALIC Company II Socially Responsible,9/1/1998,No,US Equity Large Cap Blend,316.00,749499487.00,28674.67,2.13,9.50,19.23,1.27,35.31,8.40,5.57,13.28,16.18,13.15,15.44,2.04,1.05,6.34,2.78,10.09,-6.00,-0.98,8.35,9.17
VCSTX,VALIC Company I Science & Technology,4/29/1994,No,Technology Sector Equity,64.00,248013581.00,15057.38,3.33,11.28,24.69,1.93,26.56,5.50,2.62,12.38,18.07,12.93,19.99,3.33,1.09,5.12,2.04,8.54,12.01,-4.29,16.84,9.26
VCSVX,VALIC Company II Small Cap Value,9/1/1998,No,US Equity Small Cap,428.00,399325872.00,805.71,1.24,4.44,14.12,0.59,36.07,0.05,-3.91,-1.00,7.34,-1.10,14.07,1.23,0.47,2.99,3.89,10.09,-15.52,-7.30,-7.92,2.98
VCULX,VALIC Company I Growth,12/5/2005,No,US Equity Large Cap Growth,89.00,467577516.00,40201.95,3.49,11.63,21.87,1.47,31.58,11.90,8.13,19.41,15.21,15.25,17.54,3.55,1.20,7.26,1.94,11.69,4.95,5.24,11.84,11.65
VCVLX,Vanguard Capital Value Inv,12/17/2001,No,US Equity Mid Cap,138.00,827036298.00,14183.98,1.75,5.93,18.40,0.89,39.50,4.62,0.65,4.92,16.35,6.27,14.79,1.82,0.74,4.76,2.51,11.72,-21.97,-7.63,5.81,13.69
VDEQX,Vanguard Diversified Equity Inv,6/10/2005,No,US Equity Large Cap Growth,0.00,1305338097.00,22201.28,2.19,8.66,19.33,1.19,34.26,7.69,4.73,12.21,14.99,11.58,15.33,2.07,0.91,6.07,2.18,11.68,-1.93,0.17,10.16,10.53
VDIGX,Vanguard Dividend Growth Inv,5/15/1992,No,US Equity Large Cap Blend,49.00,2765332897.00,54474.98,2.83,9.48,16.02,1.05,31.85,11.12,8.64,23.54,14.18,17.81,13.37,2.82,0.88,6.81,2.86,8.83,4.08,2.59,11.84,16.77
VEEEX,Global Strategic Income A,2/15/1996,No,Europe Equity Large Cap,44.00,45962388.00,12917.70,1.67,3.48,3.21,0.85,,11.60,7.48,15.41,,5.33,11.31,1.03,0.35,3.32,3.13,9.21,-16.77,-92.54,-92.34,-12.61
VEIEX,Vanguard Emerging Mkts Stock Idx Inv,5/4/1994,Yes,Emerging Markets Equity,801.00,29360391088.31,16935.16,2.27,6.76,11.54,1.24,27.89,14.40,7.34,16.62,,15.86,13.82,1.85,0.90,3.39,3.61,13.41,-41.26,-76.92,-80.68,-82.92
VEIPX,Vanguard Equity-Income Inv,3/21/1988,No,US Equity Large Cap Value,161.00,4053675923.00,45339.60,2.14,7.90,16.20,1.27,36.41,9.76,6.36,17.10,13.41,13.88,12.75,1.88,0.92,5.59,3.51,7.76,-1.96,-2.65,3.20,-0.32
VEUAX,JPMorgan Intrepid European A,11/2/1995,No,Europe Equity Large Cap,100.00,233503643.00,16028.40,1.86,5.76,11.52,0.83,39.73,7.98,4.13,13.21,,35.49,11.84,1.55,0.71,3.55,5.04,6.06,-0.89,0.42,-0.41,4.16
VEURX,Vanguard European Stock Index Investor,6/18/1990,Yes,Europe Equity Large Cap,443.00,11852071599.00,43429.96,1.68,5.24,12.76,0.92,39.66,9.40,4.86,14.05,12.42,12.57,12.82,1.33,0.64,3.68,6.04,6.06,4.90,-8.57,1.16,0.47
VEXMX,Vanguard Extended Market Index Investor,12/21/1987,Yes,US Equity Mid Cap,3005.00,12503814800.00,1671.04,1.72,6.72,18.31,0.88,36.20,2.60,-0.10,3.63,18.67,1.51,17.34,1.58,0.71,4.95,2.30,11.89,-7.20,-2.69,2.29,5.03
VEXPX,Vanguard Explorer Inv,12/11/1967,No,US Equity Small Cap,1044.00,8706829172.00,1807.61,2.27,8.76,19.20,0.96,31.88,2.56,2.01,5.80,18.74,5.32,17.64,1.98,0.75,5.15,1.27,14.39,2.38,0.10,7.03,6.41
VFCAX,Federated Clover Value A,12/6/1991,No,US Equity Large Cap Value,53.00,878261966.00,30463.35,1.76,7.68,18.42,1.13,42.09,8.01,2.84,8.28,13.53,9.48,14.13,1.69,0.91,4.89,2.27,8.40,-2.82,1.61,9.38,17.19
VFGAX,Victory NewBridge Large Cap Growth A,12/31/2003,No,US Equity Large Cap Growth,30.00,76776989.00,36672.92,3.71,16.36,29.69,3.07,21.49,15.33,9.55,19.25,20.33,16.71,21.18,3.36,2.53,14.67,1.00,15.56,20.94,16.07,14.71,17.06
VFINX,Vanguard 500 Index Investor,8/31/1976,Yes,US Equity Large Cap Blend,503.00,93376539978.00,43878.13,2.20,9.09,18.55,1.24,35.85,8.55,5.79,14.67,15.38,13.58,14.75,2.11,1.02,6.48,2.70,9.43,-4.97,-1.91,6.85,9.54
VFPIX,Private Capital Management Value I,12/31/1986,No,US Equity Small Cap,,,,,,,,,,,,,,,,,,,,,,,
VFSNX,Vanguard FTSE All-Wld ex-US SmCp Idx Ins,4/2/2009,Yes,Global Equity Mid/Small Cap,2256.00,429754740.00,1183.31,1.08,0.33,14.16,0.12,,6.60,3.34,8.79,,,14.28,1.16,0.48,3.65,3.62,11.01,-34.81,-83.79,-85.57,-76.91
VFTSX,Vanguard FTSE Social Index Inv,5/31/2000,Yes,US Equity Large Cap Blend,308.00,440031894.00,31418.26,2.05,11.34,20.95,1.44,35.00,8.77,5.36,12.53,14.78,13.16,15.97,1.94,1.30,6.36,2.73,11.05,-13.54,-0.13,5.71,7.25
VGEIX,Virtus Vontobel Greater Eurp Opps I,4/21/2009,No,Europe Equity Large Cap,39.00,6930109.00,22247.66,3.41,10.31,16.52,1.37,,16.26,11.24,30.25,16.11,28.05,13.69,1.94,0.74,7.42,3.77,8.84,-7.19,-11.37,6.93,-4.35
VGENX,Vanguard Energy Inv,5/23/1984,No,Energy Sector Equity,108.00,11436377935.00,45702.95,2.03,7.06,19.29,1.25,25.25,8.29,4.15,8.55,386.10,7.91,14.94,1.74,0.70,4.27,2.22,8.90,-8.33,13.04,19.72,23.44
VGHCX,Vanguard Health Care Inv,5/23/1984,No,Healthcare Sector Equity,78.00,20380113877.00,25721.53,2.35,9.78,14.53,0.91,27.04,14.12,8.96,18.43,11.41,14.87,11.64,2.36,0.84,8.53,1.44,8.78,3.85,3.97,12.88,10.26
VGISX,Virtus Duff & Phelps Glb Rl Estt Secs I,3/2/2009,No,Real Estate Sector Equity,94.00,2433218.00,5481.04,1.31,,23.72,4.90,53.11,17.28,-2.81,-4.31,,,23.38,1.13,4.26,7.61,7.11,5.01,-12.83,-3.19,-1.63,
VGPMX,Vanguard Precious Metals and Mining Inv,5/23/1984,No,Precious Metals Sector Equity,43.00,3965067238.00,4801.75,2.15,8.40,17.61,1.11,,-1.06,1.55,3.96,,4.03,18.06,1.74,0.80,5.11,1.99,11.76,11.34,11.65,17.58,18.69
VGRAX,Invesco Mid Cap Growth A,12/27/1995,No,US Equity Mid Cap,52.00,1878059269.00,5946.92,4.28,15.97,32.96,2.79,32.15,8.56,7.65,9.59,26.59,12.30,26.63,3.49,1.68,11.99,1.10,16.27,-29.45,4.46,-1.57,12.07
VGREX,VALIC Company I Global Real Estate,3/10/2008,No,Real Estate Sector Equity,99.00,290169701.00,6272.32,1.39,,24.10,3.54,48.86,19.78,-0.89,-0.88,,,24.66,1.25,3.05,8.67,6.35,9.03,3.74,-2.31,2.33,-2.20
VGRIX,JPMorgan Growth And Income A,9/23/1987,No,US Equity Large Cap Value,100.00,307542529.00,35987.15,1.81,7.68,16.63,1.21,40.17,7.09,4.63,12.13,15.62,12.22,14.31,1.72,0.96,4.58,3.45,8.85,-6.57,0.06,7.69,12.64
VGSIX,Vanguard REIT Index Investor,5/13/1996,Yes,Real Estate Sector Equity,98.00,11276917988.00,4435.50,1.67,,33.62,3.62,53.63,9.64,1.27,4.04,,,37.34,1.50,2.79,8.31,7.08,5.15,3.52,1.35,4.17,
VGTSX,Vanguard Total Intl Stock Index Inv,4/29/1996,Yes,Global Equity Large Cap,1644.00,26029980078.00,26704.61,1.64,5.11,9.43,0.88,36.11,9.93,4.88,12.34,,,14.17,1.36,0.65,3.85,4.32,12.96,52.23,-55.03,-68.20,-60.94
VHCOX,Vanguard Capital Opportunity Inv,8/14/1995,No,US Equity Large Cap Growth,113.00,8470217011.00,14051.39,2.75,11.42,22.23,1.46,23.89,4.83,1.16,5.07,21.76,7.85,17.51,2.69,1.15,9.10,0.83,12.47,11.26,0.34,9.22,7.38
VHGEX,Vanguard Global Equity Inv,8/14/1995,No,Global Equity,769.00,3824698463.00,17132.12,1.56,5.05,8.49,0.63,37.60,6.11,3.42,11.29,3.69,11.24,12.73,1.45,0.48,3.43,4.20,10.44,-0.54,-30.10,-25.37,-41.92
VHIAX,JPMorgan Growth Advantage A,10/29/1999,No,US Equity Large Cap Growth,85.00,782406240.00,18790.29,3.05,12.45,23.35,1.61,28.24,9.41,6.42,16.49,18.69,12.77,18.35,2.92,1.36,6.29,1.45,12.79,3.10,9.28,8.94,10.73
VICEX,USA Mutuals Vice Investor,8/30/2002,No,US Equity Large Cap Blend,22.00,77674540.00,25883.41,3.81,11.00,14.67,1.31,53.39,10.16,11.49,37.51,12.66,26.11,12.94,1.71,0.96,7.49,2.88,10.63,2.16,0.67,1.40,2.14
